0,1,2,3,4
Name,Designation,17/1/2025,3/3/2025,14/4/2025
Abubakar Jimoh,Chairman,P,P,P
"Olusegun
Ogbonnewo",Vice-Chairman,P,P,P
"Fatimah Bello-
Ismail",Member,P,P,P
"Roosevelt
Ogbonna",Member,P,P,P
"Oluseyi
Kumapayi*",Member,P,P,NM
Bolaji Agbede,Member,P,P,P
