0,1,2,3,4,5
Name,Designation,12/1/2023,12/4/2023,10/7/2023,12/10/2023
Ojini Olaghere,Chairman,P,P,P,P
"Olusegun
Ogbonnewo",Vice-Chairman,P,P,P,P
"Fatimah Bello-
Ismail",Member,P,P,P,P
Herbert Wigwe,Member,P,P,P,P
Roosevelt Ogbonna,Member,P,P,P,A
Oluseyi Kumapayi*,Member,NM,NM,NM,NM
Lanre Bamisebi,Member,P,P,P,P
